title	plot	Action	Adult	Adventure	Animation	Biography	Comedy	Crime	Documentary	Drama	Family	Fantasy	Game-Show	History	Horror	Music	Musical	Mystery	News	Reality-TV	Romance	Sci-Fi	Short	Sport	Talk-Show	Thriller	War	Western	plot_lang
"""Billy"" (1992)"	" Short-lived spinoff to ""Head of the Class"". Billy MacGregor, the wacky Scot who took over the IHP class after Mr. Moore left, has moved on now that Filmore High is rubble. He has decided to move to California (with his plant, Ringo). In order to avoid being deported, Billy marries a working mother with kids. There is one condition though: No romance, no sex, and no affection of any kind. Despite that, Billy's charms win her kids over. In a spin-off of ""Head of the Class"", Billy MacGregor, an immigrant from Scotland, moves from New York City to Berkeley, California to teach at a community college. One of his students, Mary, is a single mother of 3 who builds a basement apartment in her home to rent out in order to help pay off the mortgage. When Billy's American visa expires and Mary can't find a tenant for her apartment, the two of them make an arrangement: they get married, Billy rents out the basement apartment, and their relationship remain strictly platonic."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Binnenstebuiten"" (2013) {Als de rook om je hoofd is verdwenen (#1.26)}"	 A patient diagnosed with long cancer rudely refuses to be treated, claiming classical medicine is a scam, unlike the 'New Germanic', but that quack theory already killed hundreds throughout Europe. Frederik and the sexologist counsel 'massage parlor' prostitute Olga Pavlova, who is confident her regular customer and lover Dierk will leave his wife to marry her.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	en
"""Biography"" (1987) {Celebrity Mistresses}"	" They are the other women - always available to be wined, dined, and pampered, but, most importantly, also hidden from view. Until they're not. And then they find their names splashed across every tabloid the supermarket racks can hold. They are ""Celebrity Mistresses"" - the beautiful women you've never heard of until that day they're discovered attached to some of the biggest names in entertainment, business and sports. Guests include: Joslyn James, Tamsen Fadal, Steve Hirsch, Dr. Ava Cadell, Cooper Lawrence, Sarah Symonds and others."	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bionic Six"" (1987)"	" In the next century, a bionic scientist called ""Dr. Scarab"" is after power and immortality by bionic-nanotech engineering. He and his henchmen are stopped again and again by Dr. Sharp and his Bionic Six, a multi-cultural family of bionic people with some fantasy technology. The Bionic Six was a cartoon shown on US TV from 1987-88. The show only lasted for one season of 65 episodes. It was set in the ""near"" future, and consisted of a politically correct family. The father was a test pilot and gourmet cook, the mother a marine biologist, with four children. The blonde-haired daughter (Meg) was a Valley Girl, the brown-haired son (Eric) was on the high school baseball team, the African-American son (J.D.) was top of his class, and the Oriental son (Bunji) was learning karate. They and Dr. Sharp had to constantly stop Dr. Scarab, Dr. Sharp's evil brother, from taking over the world. Dr. Scarab had five terrorists he created to help him in his evil deeds. The Bionic Six were given their powers by Dr. Sharp's bionizing machine, and were clearly superior to Dr. Scarab's technology. So Dr. Scarab often used tricky plots to try to capture or kill the Bionic Six while searching for the technological fountain of youth and immortality."	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	en
"""Birds of a Feather"" (1989) {Cheat! (#1.5)}"	 Tracey is depressed and her doctor tells her to get out more so she accompanies Dorien to a dinner-dance where Dorien cops off with the man she lined up for Tracey and Tracey gets hit on by Dorien's husband Marcus. Sharon agrees to sell pirate Rolling Stones tour T-shirts for her lodger Stan and is almost done for fraud.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Birds of a Feather"" (1989) {Reservoir Birds (#8.0)}"	 Sharon and Tracey are working at a casino and agree to take part in a publicity stunt in which Sharon 'appears' to win a million pounds. The sisters are unaware that they have been set up as thieves by the owner, crooked Davey Cooper, who is in league with a bent cop. The plan is that the girls get the blame and are arrested whilst Cooper pockets the million. Sharon and Tracey go on the run, helped by their niece Dawn, who is getting married, culminating in a chase where Sharon, in a wedding dress, Tracey, and Dorien - who just happens to number Davey among the notches on her bed post - are taken hostage but pull together to clear their names.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bishaash"" (2010) {Heartland (#1.4)}"	" In a village in rural Bangladesh dark forces are at work. It seems as if a supernatural malevolent spirit is in the forest and the villagers are terrified. The leader of the village decides enough is enough and heads into the forest leaving a message with his young son, Boroon, ""if anything happens to me find Khalil Zaman"". Meanwhile Zara and Abir are busy arguing over the running of the antiques shop. They don't seem to be able to agree on anything apart from the fact that they disagree. Uncle Ferdous and Laboni can see the beginnings of something romantic between the two but dare not say anything to these apparent enemies. Then Boroon arrives. Something terrible has happened to his father and he is here to deliver a message and then leave his village forever. The Zamans and Zara are faced with a race against time, convince Boroon to return to his village, take up his rightful place as leader and face down the dark supernatural spirit that haunts his every step. Will Boroon return and become the leader he was meant to be or will the forces of doubt win? The Zamans and Zara face a big challenge. Maybe Laboni can help?"	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bitchin' Rides"" (2014) {Grandma's Ride Gets Revived (#1.1)}"	 Dave Kindig and crew take on a build 80 years in the making as a '34 Dodge enters the shop, but a leaky fuel line and tricky roof build stand in their way. A '67 Impala arrives needing an exhaust upgrade, and Dave checks in on a '48 Ford Pickup.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	en
"""Bitten: Sarah Graham Cooks Cape Town"" (2013) {Fig Tree - Antelope Park, Zimbabwe (#1.2)}"	 Sarah's guests arrive on elephant back for dinner, near a majestic wild fig tree in Antelope Park, Zimbabwe. A feast under the stars includes venison skewers with red onions, roasted butternut and whipped feta; roasted corn and chickpea salad; rosemary rustic's; and spiced peach-and-plum crumble.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	en
"""Black Blood Brothers"" (2006) {For the Eternity of Our Bloodline, I Devote Everything of This Blood (#1.12)}"	 The captured Jiro is interrogated by the Suppression Team, suspected of being a Kowloon Child and if so, subject to immediate extermination.Meanwhile, Mimiko and Kotaro join back up with Kelly's group just before all hell breaks loose, and this time the human soldiers will be nowhere near enough to handle the job	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Black Gold"" (2008) {Growing Pains (#5.3)}"	 Brandon keeps his promise to Cheston and gives him a drilling lesson, but after losing time with a twist off, things don't play out as planned and Cheston risks their friendship by talking to a rival driller in the hopes of coming out on top.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	en
"""Black Magic"" (????)"	 A dark event eternally links a group of four witches together - turning their lives upside down and forcing them to accept their abilities and responsibilities. When war inevitably comes, what will win in the battle between love, sex, magic and life?	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	en
"""Black Sails"" (2014) {X. (#2.2)}"	 Silver fears for his faith when he and Flint are expelled back on Nassau, so he risks beatings by wittily exposing every potential conflict motive aboard. Flint demonstrates his superior insight as captain to Dufresne, who waves his warning against attacking an English ship with such a rackety crew, and when the pirates are forced to abandon and torch the fat prize, Flint is narrowly voted back in command. Jack devises a way out for him and the clueless brothel Lesbians: they get information from 'clients' and he thinks up how to use it. In London, Admiral Hennessey pairs idealist captain Thomas Hamilton with pragmatic lieutenant Thomas Hamilton to fight the pirate scourge by the root causes, crime and misrule.	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Black-ish"" (2014) {Rock, Paper, Scissors, Gun (#2.2)}"	 After a break-in down the block, Dre talks about getting a gun, and Bow is not comfortable with the idea. Jack and Diane are shocked that they have been living in the house unprotected, Junior sets off on a quest to protect the family from the real threat, cyber terrorism, and Zoey has Pops teach her the art of Karate to defend herself.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Blackpool"" (2004) {(#1.6)}"	 Ripley Holden's dreams are crashing all around him. It's apparent that he is going to lose the arcade when he learns that Natalie put the flats in a trust for the children and no one now has access to them. He takes drastic action. He agrees to give Shyanne away at her wedding but realizes that Natalie has been having an affair with DI Carlisle and she admits to being in love with him. That information comes in handy when Carlisle come to the wedding reception to arrest him for Poole's murder. Danny reveals a few secrets of his own, one to his father and the other to Shyanne. One of the working girls who use to work in Ripley's flats reveals the truth about what happened the night Poole was killed.	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	en
"""Blandings"" (2013) {Custody of the Pumpkin (#2.7)}"	 The rivalry between Clarence and Parsloe intensifies as each plans to enter a giant pumpkin for the local produce show, and with Clarence's offering, known as Desdemona, looking the better one, Parsloe is anxious to pilfer the Blandings gardener Angus. Meanwhile Connie seeks a solution by marrying Freddie to Parsloe's butch niece Felicity but he only has eyes for spirited Niagara Donaldson, the niece of Angus but - unknown to Connie - an heiress. Connie's disapproval swiftly evaporates on hearing this news as Angus returns to Blandings and Desdemona wins the first prize.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bleach"" (2004) {(#19.11)} {{SUSPENDED}}"	 Kyoraku is in a pinch, and Ukitake, who had been watching the battle, steps in. Ukitake fires Cero at Stark, even though it is a technique that Soul Reapers shouldn't be able to use. Stark is surprised, but he quickly recovers from the shock and shoots something back at him. Then, all of a sudden, Garganta starts to open to reveal the creepy Wonderweiss and Fura. All of the Soul Reapers are exhausted from battling, and they are in no state to face a new opponent...	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	en
"""Bleach"" (2004) {Impossible to Attack? The Sealed Genryusai! (#14.29)}"	 Inside Muramasa's mind, Ichigo clashes blades with Muramasa. As Muramasa's body and mind reach their limits, he begins to transform into a Hollow. With little time remaining, Ichigo and Muramasa decide to settle their score once and for all.	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	en
"""Bleak: The Web Series"" (2014)"	 Bleak stars McLennan as Anna O'Brien, an adult screw-up who moves back to the family home after her life falls apart. There she realises that her family's lives have all also turned to the shit. Her father, John, has been demoted to a retail 'floor' staff position at an electrical chain store, which has left him quietly nursing regret, shame and a series of mild heart attacks. Anna's bored ex-beauty queen mother, Noni, is dealing with the drop in her family's socio-economic status by slipping into a tasteful 'brut and benzo' fog. Upstairs, hyperventilating in a wardrobe, is Anna's anxiety-riddled 17-year-old brother, Michael. Hell, even the family dog looks like he could do with a stiff drink.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	en
"""Blindspot"" (2015) {Condone Untidiest Thefts (#2.5)}"	 Weller tries to get Allison to stop fieldwork till the baby is born. But she doesn't want to consider it. Reade asks Weller for some time off to be sure he's ready to come back but he's actually still pursuing Jones. Patterson decodes another tattoo that leads to an attempt made on a Senator who's a crime crusader. Evidence leads them to a member of the Irish mob who has reason to kill the Senator--he's been going after his family even placed some in prison. Zapata is told of Reade's actions and asks Weller for some time off while she goes off to find him. When they bring in the man, he will only talk to Allison. Weller doesn't like it but she says it's OK. The man says he didn't have anything to do with what happened to the Senator if anything he's been out of the business because he's terminally ill. If anything they are looking at the wrong man, and they are surprised when he says who is charge of the business. They try to get him to cooperate but he doesn't want to till Jane talks to him. He tells them where he has evidence against the one they want so they go there but when they do, a lot of gunmen show up evidently to kill the man. So Weller tries to hold them off while Jane and Allsion go with the man to get the evidence.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	en
"""Bloedverwanten"" (2010) {Verleden en heden (#1.12)}"	" Anton is now the problems with the company becoming bigger asked to resolve them. He will have to include other concerns that the panic that erupted around the Aronson case will not get out of hand . But Anton comes back drop some plans of Eve in the water. Eva also get less and less support from Esther and therefore decides to seek aid from Martijn . Martijn decision to Laura to marry him , but he does this in her the wrong way . The second has more success and Laura agrees to this request. Youssef has now decided that he wants to return to Egypt with the children . Although Iris was first before this plan she finds out the she can not stomach to give her children . Now the question is whether Youssef will just leave, or will remain behind with Iris and children. Antje wants to marry symbolically Oscar and Thomas. Esther need to be told twice and organizes a party. Everything seems to be going well , until the Oscar too much. If one tries to give grief a place calling Fien in a confused state on Esther . In this interview, let them know they do not see it sit . "" When Anton arrives at the house she is nowhere to be seen , but all things are at home."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	en
"""Blood Sweat and Heels"" (2014) {Happily Never After (#2.11)}"	 The ladies support Chantelle's business at a lavish party on a yacht but the celebration is short-lived as Daisy's health takes a turn for the worse and tension between Melyssa and Geneva brings police to the scene. In the aftermath, as the ladies contemplate the future of the group, Demetria's family and friends gather for her wedding.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Blood and Water"" (2015)"	" The one thing Josephine (""Jo"") Bradley (30) knows is that she is a good cop. She's ambitious and tough (or thinks she is) and has just been assigned her first big case as Lead Detective following her recent promotion in Vancouver's Homicide Division. Born in China and abandoned by a family she never knew, Jo was adopted as a toddler and relocated to Vancouver. Raised by a single mother, a Professor of Sinology, Jo wanted for nothing growing up. But, much to her mother's chagrin, Jo chose policing as a career. When Charles Xie, the son of a prominent real estate developer, goes missing and his body is found ritualistically buried, Jo is assigned the case. It happens on one of the worse days of her life following a cancer diagnosis and an imminent and difficult decision about treatment. But Jo will need to put the personal aside when she goes head-to-head with the wealthy and privileged Xie family, led by the tyrannical and powerful patriarch, Li-Rong Xie. Risking her career, Jo will be forced to tear the family apart and reveal long held secrets in order to solve the murder of their troubled middle son. The cat-and-mouse game she plays to fracture the Xie family will also leave Jo broken and searching for her own identity and the meaning of family."	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bloomberg Game Changers"" (2010) {Henry Kravis (#1.5)}"	" His name is synonymous with 'Corporate Titan.' As co-founder of KKR, Henry Kravis re-wrote the rules of leveraged buyouts; he and his cousin George Roberts now rule over an empire that dwarfs some of the world's mightiest public corporations. ""Bloomberg Game Changers"" follows Kravis' rise from his early days in 'bootstrap' acquisitions, through his role in the 1988 landmark LBO of RJR-Nabisco, to KKR's IPO on the New York Stock Exchange."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Blue Bloods"" (2010) {Chinatown (#1.8)}"	 After Jamie secretly meets FBI agent Anderson in Chinatown, after hours, to decline succeeding late brother Joe as spy in the search for the Blue Templars, he sees triad goons attack a woman, as turns out an illegal prostitute, and intervenes. In the ensuing chase, one of them gets hit by a car and dies. I.A. is instructed to conduct a rigorous investigation as the press might suggest the commissioner's son is getting special treatment, although he merely omitted calling in colleagues on duty, for which there was too little time. Meanwhile Danny, who remembers having needed spankings unlike his golden kid brother, finds a way round the reluctance of potential witnesses and links the case, in which the surviving triad abuser is murdered to shut him up, to prostitution and baby trade for adoption. Jamie's girl friend Syd dumps him for a promotion to London.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Blue Bloods"" (2010) {Partners (#5.1)}"	 Danny and Baez are helping the DEA transport a lot of drugs that were confiscated. They're attacked, Baez is shot, and the attackers make off with the truck and a DEA agent. Danny tries to find them and feels responsible for Baez getting shot. When the truck is found, the drugs are gone and the agent is dead. They go over the truck and find some prints and identify them as that of Baez's brother. They question him and says he's not involved. He says he works for the DEA as an informant and that the ones who attacked them knew the route which means someone from their side gave them the info. Jamie and Jenko respond to a domestic disturbance call and when the one making the disturbance attacks Janko. Jamie steps in to help her and is very aggressive. Later Renzulli asks Jamie if he reacted the way he did because he has feelings for Janko cause if he does, he needs a new partner. And when a lieutenant was dealing with an obviously mentally disturbed man, he tries to calm him down but the man continues with his rant and the Lieutenant tries something that ends with the man getting killed. That's when the Mayor thinks of hanging the Lieutenant out to dry but Frank doesn't agree with him. He tells Frank not to have any contact with the man till the matter is settled. Later Gormley goes to see Frank and says he knows the Lieutenant and tries to speak up for the man but Frank says he can't get involved which makes Gormley react in what could construed, a disrespectful manner.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Blue City"" (2015) {The Last Dance (#1.12)}"	 In the season finale all scores will be settled as Juelz and Roth go after Jamaican drug-lord Dada awaiting a huge shipment. The Staten Island mob family get wind of Tommy's plan to get rid of Frank Cacciopoli. Biggz and his rivals finally come face to face as the drama unfolds.	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	en
"""Blue Heelers"" (1994) {Burden of Proof (#12.2)}"	 Tom is now the prime suspect for the murder of Ryan. Tom, PJ and Nick Schulz believe Helen Morris, the key witness, is lying and set out to uncover her motives for doing so. They discover that Ryan was the father of her expectant baby and Tarni found out about it. Lenny Dysart eventually admits to the Heelers that it was Tarni that killed Ryan and her idea to frame Tom Croydon. Kelly is then kidnapped by Tarni knowing that Tom will come to her rescue. Tom does and is more than a match for Tarni which leads to her arrest. Elsewhere, Amy, Danny and P.J. have to deal with a 14-year-old confession from a failed armed robber who just keeps going off subject.	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	en
"""Blue Heelers"" (1994) {Good and Evil: Part One (#10.35)}"	" Ben finds his tolerance tested when his 16-year-old daughter Maddy turns up at a seedy Mt Thomas nightclub with her ""muso"" boyfriend Kyle having run away from her mother and siblings in Perth. Ben's worst fears are confirmed by a teenage girl's story of being drugged and raped at the nightclub. Further investigation incriminates Kyle, outraging Maddy who accuses Ben of victimising the love of her life. Maddy puts herself in extreme danger trying to prove Kyle's innocence. It comes down to a race against time - can Ben get to Maddy before the rapist? Just as Marissa is certain that Ben is breaking off their romance because of her strict religious beliefs he stuns her by proposing marriage."	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	en
"""Blue Heelers"" (1994) {On the Run (#8.12)}"	 Arnie Briggs, a local armed robber, has escaped from prison. Is he headed for Mount Thomas? The Heelers think not, but Jack suspects that's not the case. On a hunch, Jack starts a rogue search for Briggs, which goes off the rails and lands him and Tess in an explosive situation.	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	en
"""Blue Heelers"" (1994) {Spider Man (#3.4)}"	 When a child is found dead and then the circumstances reveal it was no accident, this affects Nick very deeply. An unsavoury suspect toys with the police and then another child goes missing. But things are going to get much worse for the police.	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	en
"""Blue Heelers"" (1994) {Waiting to Happen (#3.28)}"	 A road traffic accident affects Dash in more ways than just knowing the couple involved. Its also the reason why she still hasn't got her driving licence back yet. Nick helps her come to terms with this. PJ lashes out at what Maggie tells him, after he tries to handle this news and fails.	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	en
"""Blue Peter"" (1958) {(1974-10-04)} {{SUSPENDED}}"	 It is the twelfth birthday of Petra the dog, and John, Peter and Lesley (and Petra) are surrounded by the cards and presents that viewers have sent in. They show archive film of notable events from her life: her first appearance as a puppy, the birth of her own puppies, her modelling for a bronze statue. John presents a film from Great Torrington in Devon where they celebrated Bonfire Night a week early by building and then burning a huge wooden ship. John, Peter and Lesley demonstrate the work that goes on behind the scenes in a TV studio when a live programme is produced: John has a ride on a lorry-mounted camera crane; Peter talks about the lighting controls, the director and vision mixer and the sound desk; Lesley describes the people who work on the studio floor - the cameramen, boom operators and floor manager.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Blue World"" (2008) {Queen Anne's Revenge: Blackbeard's Shipwreck, and Night of the Mantas (#4.10)}"	 Jonathan joins a team of underwater archaeologists on a project to excavate the remains of the Queen Anne's Revenge, better known as Blackbeard the Pirate's ship. Then, Jonathan travels to Hawaii to meet dozens of Manta rays that gather to feed in divers' lights.	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bluestone 42"" (2013) {(#2.4)}"	 Smith is not pleased when, following a fire caused by the lads' barbecue, Colin Walters, the Secretary of State for Defence, comes to visit. Mary, despite initial hostility, turns out to be a fan of his and offers to show him around the base. Nick is jealous but Colin is enthusiastic and wants to be hands-on. At the same time the team has to deal with Ahmed, an over-enthusiastic local, who keeps bringing them unexploded bombs. Nick hopes to use him to scare off Colin but reckons without his driving a lethal car bomb into the compound. However it does the trick where Colin is concerned.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	en
"""Boardwalk Empire"" (2010) {A Man, a Plan... (#3.10)}"	 Nucky doubles down on his war with Gyp and Joe, sending emissaries to Chicago to enlist Torrio's help and dispatching Owen to murder Joe at a Turkish bath. The bishop disbands Mason and Margaret's classes; Mason suggests they continue the classes at a store front, Margaret says good-bye. Robert faces down Julia's father and then spends a night with her under the boardwalk. Gyp gets a lesson in rogue waves, and a few cases of whiskey wash up on the Jersey shore. Nucky rejects an idea of Chalky's. Back in Chicago, Nelson's wife distills aquavit and Nelson peddles it to Norwegians. It's only a matter of time before he runs afoul of someone. And what of Margaret's affair with Owen?	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bob Hope Presents the Chrysler Theatre"" (1963)"	" Legendary entertainer Bob Hope hosted, and occasionally starred in, one of the last major anthology series on network TV. Both dramatic and comedy shows were presented, featuring many of Hollywood's top names, including quite a few who didn't do much TV otherwise. Every month or so, Hope would host a variety special in the show's time slot. On those occasions, the show was entitled ""Chrysler presents a Bob Hope Special."" As can be seen from the various hosts listed, many of these shows were shown in reruns, usually as a summer replacement series, during the late 1960's and early 1970's."	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	en
"""Bob the Builder"" (1999) {Mucky Muck (#3.2)}"	" It has been raining hard, and Bob returns to the Yard with a mud-splattered Scoop and Muck. He prepares to wash them down, something Muck dreads as he loves being mucky. But he is saved when Bob gets a call to say that Travis is stuck in the mud - Muck is the only one who can pull him out, since he has caterpillar treads. Bob sets off with Muck and Dizzy. Once Travis is rescued, Bob goes back to Farmer Pickles's for a glass of home-made apple juice. Spud appears and starts a mud-pie fight with Muck and Dizzy. When Bob returns they are all covered in mud, so Bob takes them back to the farm for a ""surprise"" - a good soapy wash. Spud is even more horrified than Muck, and as he tries to flee, he slips and falls headlong in the mud."	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bob's Burgers"" (2011) {Boyz 4 Now (#3.21)}"	" Why would you waste a scream on a stupid boy band? Screams are for roller coasters, ax murderers or Dad's morning breath...such is Louise's commentary on the morning of the ""Boyz 4 Now"" concert. Gene is busy preparing to Dump Up The Volume at table-scaping regionals and his parents are always ready to help. Aunt Gayle pulls a no-show and Tina pulls a long, sad face; Louise vows to get her big sister to the concert. As the boys start to sing and the girls start to scream, Louise asks herself that all-important question: ""Oh my God, who the frig am I?!"" Tina is now a heroine to her temporarily bemused little sister, but the important lesson is put on your bra one boob at a time. First love is never so great as when it slaps you right in the face."	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bob's Burgers"" (2011) {Stand by Gene (#6.12)}"	 To thine own self be Bleu... Linda's skill at hoops turns Bob, Teddy, Mailman Mike and Mort against one another while the kids enjoy a fun day. All Louise wants is to scour for change, eat Fortune Fudge and ride the Zany Plane inverted; Tina wants to ponder her fudge fortune. But, Gene has other ideas. The kids meet Darryl, Jimmy Jr., Jocelyn, Rudy, Tammy, and Zeke on the Wharf. Gene suggests they travel to a farm on Route 6 where Gene heard there lives a two-butted goat. The other kids do not believe, but Gene wants mystery and magic...or he will die trying to find it.	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bodies of Work"" (2011)"	" Thomas Rotterdam is an alpha dog doctor, who loses his medical license due to rule-breaking, and lousy people skills. He's a genius when working with the body, and recognizes that bodies tell stories. He becomes a super-trainer (getting financing from suspect backers) to open his own gym. Bodies of Work-NYC is a fitness church whose commandment is ""Your body's a temple. Attract worshippers."" It's run by Neyda Farris, former U. N. worker who realizes only body and soul are universal. She spars with Thomas while juggling her buff, bizarre staff. Some trainers love what they do. For others, Bodies of Work-NYC is a pit-stop on the way to different dreams."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Body of Proof"" (2011) {Love Thy Neighbor (#2.1)}"	 When a car careens out of control over an embankment, killing a middle-aged man in the driver's seat, Megan learns that all is not well on a pretty suburban cul-de-sac. Looking past the perfect picket fences, she and her team are startled by the lives spinning out of control and the ever-changing suspect roster.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Bolts & Blip"" (2010)"	 Bolts and Blip are two oddball best friend Civi-bots living on the Moon in a culture dominated by cool and athletic Battle-bots who play in the coveted Lunar League of Robotic Sports. When Bolts and Blip suddenly get drafted on to the last placed Thunderbolts team, the duo, along with their new found friends, has to match wits with the likes of The Iron Maidens, The Tread Heads, and the unstoppable Galaxy All-Stars, all while trying to fit in and make names for themselves in their new world.	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	en
"""Bonanza"" (1959) {Five into the Wind (#4.29)}"	 A stagecoach accident in the mountains during a severe windstorm leaves the passengers with no choice but to make their way across country as best they can. One is found stabbed to death with Little Joe's knife, and the suspicion for his murder falls on Joe. Little Joe and the other passengers must explore a complex mystery involving love, deception, money, and more murder, in order to reveal what is hidden among them.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	en
"""Bonanza"" (1959) {The Actress (#4.22)}"	 Little Joe meets a beautiful woman who tells her of her dreams of becoming an actress. She is a widow with a young son, and Little Joe is drawn by both sympathy and attraction to help her. He arranges a job for her as a singer in high-class saloon. Her first performance is a success, but the attention of male customers piques Joe's jealousy, and a brawl ensues. Despite this and other setbacks, Joe falls in love with her. However, he finds that he must find a way to deal with his feelings when confronted by her success on the stage.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	en
"""Bonanza"" (1959) {The Last Viking (#2.10)}"	 Gunnar is a long-lost relative of the Cartwright family. When Gunnar arrives at the Ponderosa, the family takes him in for the evening. Gunnar is the brother to one of Ben Cartwright's late wives. Unbeknownst to the Cartwright family, Gunnar is also the leader of a band of criminals called The Comancheros. Little Joe is visiting his girlfriend away from the ranch. When Little Joe and his girlfriend are kidnapped by The Comancheros, the Cartwrights and Gunnar are forced into a difficult situation.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	en
"""Bonanza"" (1959) {The Wormwood Cup (#8.31)}"	 A pretty woman arrives by stage and places this Notice up: I will pay $1000 to the man who kills Joe Cartwright in a fair fight. When he finds out the story behind it, Joe tries to convince her she is wrong. Failing that, someone has already picked up the gauntlet to see Joe Cartwright dead.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	en
